Date,Type1,Type2,Analyzer1,Analyzer2,Flow,Stage2_3,Stage3_1,Stage3_2,Stage3_3,Stage4_1,Stage4_2,Stage4_3,Stage4_4,Stage4_5,Stage3_4,Stage4_6,Stage1_1,Stage2_1,Stage3_5,Stage3_6,Stage4_7,Stage4_8,Stage2_2,Stage1_2,Stage3_9,Stage3_7,Stage3_8,Stage4_9
2000.3.26 7:00,,1,6.389427991,-17.29963333,126.472,98.98806667,2100.815,1.820521667,3.600345,72.77603333,58.0375,1899.898333,113.161,3.589406667,5.499298333,58.67385,328.523,224.1891667,229.7328333,245.0191667,156.9701667,265.7648333,218.5191667,319.099,231.2478333,159.7121667,290.0523333,64.7656
2000.3.26 7:10,,1,6.388077492,-17.19551667,126.1906667,99.02406667,2100.176667,1.760505,3.56583,72.51255,58.02366667,1898.941667,115.3931667,3.555231667,5.501488333,59.16936667,328.5403333,224.254,229.7823333,244.9696667,156.8871667,265.4798333,218.516,319.0073333,231.5306667,159.7193333,289.929,64.1286
2000.3.26 7:20,,1,6.387752378,-17.25445,126.2058333,99.02241667,2100.943333,1.839491667,3.538475,72.95828333,57.97371667,1900.463333,115.2498333,3.494976667,5.499816667,59.09463333,328.5215,224.27,229.8565,244.8876667,157.078,265.6913333,218.5551667,319.169,231.2993333,160.3033333,289.9598333,64.77586667
2000.3.26 7:30,,1,6.379966291,-17.25333333,125.9736667,99.04701667,2100.555,1.815515,3.54929,72.70341667,58.01985,1900.73,114.4263333,2.139425,5.500113333,59.10131667,328.5461667,224.3553333,229.815,244.8383333,156.995,265.4391667,218.6736667,319.1306667,231.3351667,159.7898333,289.8936667,64.76905
2000.3.26 7:40,,1,6.37415094,-17.32336667,126.0806667,99.04223333,2100.933333,1.80165,3.514308333,72.4088,58.05255,1899.373333,113.7491667,3.91357,5.49952,59.61868333,328.5646667,224.3321667,229.8151667,244.8138333,157.2193333,265.3331667,218.7381667,319.134,231.2815,160.0868333,290.2873333,64.00051667
2000.3.26 7:50,,1,6.3733085,-16.98108333,125.7738333,98.98848333,2100.435,1.79735,3.482308333,71.94743333,58.03068333,1901.166667,112.7516667,4.258446667,5.499558333,59.27875,328.5608333,224.3331667,229.7656667,244.5183333,157.3601667,265.2598333,218.7696667,319.2143333,231.1156667,159.8763333,290.1665,64.9325
2000.3.26 8:00,,1,6.369054612,-16.8167,126.003,98.9949,2100.123333,1.785303333,3.481603333,72.65165,57.97508333,1900.063333,113.8826667,3.965665,5.499633333,59.59365,328.5785,224.3368333,229.6833333,244.494,157.319,265.1785,218.8813333,319.0873333,231.1068333,159.9223333,289.6203333,64.93808333
2000.3.26 8:10,,1,6.368166331,-16.81353333,125.8423333,99.05993333,2100.928333,1.80355,3.480646667,72.40185,57.95825,1899.905,115.0566667,3.330508333,5.499631667,59.96168333,328.5805,224.274,229.6503333,244.4856667,157.5183333,265.0321667,218.8766667,319.1323333,231.1503333,160.1151667,289.8811667,64.70305
2000.3.26 8:20,,1,6.366785489,-16.92565,126.0265,99.02466667,2100.4,1.784541667,3.48928,72.51423333,58.01928333,1898.363333,114.6948333,3.106643333,5.499483333,59.82958333,328.5643333,224.2673333,229.6336667,244.4448333,157.5265,265.268,218.864,319.0606667,231.1946667,159.7578333,290.0555,64.60395
2000.3.26 8:30,,1,6.368758279,-17.1549,125.7738333,99.0236,2099.258333,1.78508,3.442295,72.12573333,58.0064,1900.055,113.7715,3.963133333,5.500671667,59.82896667,328.563,224.2243333,229.6833333,244.4281667,157.5598333,265.1703333,218.8746667,319.114,231.1311667,160.1066667,290.0751667,64.7411
2000.3.26 8:40,,1,6.36725519,-17.17661667,126.01,99.04525,2100.176667,1.786046667,3.485238333,71.9146,57.98248333,1899.691667,114.4436667,3.624263333,5.500596667,60.16618333,328.5548333,224.1916667,229.6503333,244.3951667,157.6925,264.9993333,218.834,319.2008333,231.1458333,159.9375,289.8938333,64.91606667
2000.3.26 8:50,,1,6.366455586,-17.19495,125.739,99.056,2099.838333,1.794798333,3.502543333,71.97341667,58.03426667,1899.908333,114.9986667,3.8522,5.499446667,60.0915,328.5293333,224.1825,229.5346667,244.305,157.6343333,265.0888333,218.7985,319.154,231.1078333,160.0761667,290.0966667,64.76791667
2000.3.26 9:00,,1,6.366397815,-16.8193,126.1111667,99.0361,2100.318333,1.809305,3.50922,72.36616667,57.97541667,1899.478333,114.4695,4.017551667,5.500745,60.08018333,328.506,224.138,229.5678333,244.3543333,157.6673333,265.0888333,218.7878333,319.024,231.1668333,160.0235,289.9926667,64.88788333
2000.3.26 9:10,,1,6.360552341,-16.89713333,126.0003333,99.01303333,2102.721667,1.797076667,3.439793333,72.64105,57.94193333,1901.388333,114.3676667,3.874933333,5.500633333,60.26816667,328.4896667,224.121,229.5925,244.2888333,157.8171667,264.9748333,218.804,319.1223333,231.2125,159.9495,289.9185,65.20956667
2000.3.26 9:20,,1,6.366498073,-16.98443333,125.676,99.01646667,2099.95,1.82282,3.411806667,72.35646667,58.03121667,1899.93,114.552,3.540598333,5.501413333,60.17718333,328.4633333,224.0956667,229.6091667,244.3051667,157.709,264.9505,218.7858333,319.1473333,231.0788333,160.2546667,289.8381667,64.96573333
